OBJECTID,Id,St_label,Labelside,Address,Numberreal,Occupantre,Dm,DetailCat,StreetName,Angle,Direction
14901,127365,67th Street,L,32 EAST 67 STREET,32,"Didier Aaron, James Graham & Sons",7/22/2016,Gallery,E 67th St,-66.9417254,S
14902,127366,67th Street,L,34 EAST 67 STREET,34,Susan van set Lind,7/22/2016,Accessories,E 67th St,-66.9417254,S
14903,127367,68th Street,R,11 EAST 68 STREET,11,Rag & Bone,7/22/2016,Fashion:Upscale,E 68th St,-66.97450799,N
14904,127368,68th Street,L,30 EAST 68 STREET,30,Bel Ami,7/22/2016,Caf??,E 68th St,-67.27026792,S
14905,127369,68th Street,L,32 EAST 68 STREET,32,Antique Textiles,7/22/2016,Home Furnishings,E 68th St,-67.27026792,S
14906,127370,Tenth Avenue,R,124 10 AVENUE,126,Vacant (Not Available),8/3/2016,Vacant,10th Ave,35.90972308,E
14907,127371,Tenth Avenue,L,,30,Hudson Yards,7/25/2016,Landmark,10th Ave,36.65610842,W
14908,127372,24th Street,R,537 WEST 24 STREET,541,Mary Boone Gallery,7/25/2016,Gallery,W 24th St,-66.83466298,N
14909,127373,Tenth Avenue,L,337 10 AVENUE,500,Think Coffee (Coming Soon),7/25/2016,Caf??,W 30th St,-67.68055961,S
14910,127374,Tenth Avenue,L,333 10 AVENUE,500,Whitman's (Coming Soon),7/25/2016,Restaurant,10th Ave,34.15969455,W
14911,127375,Madison Avenue,L,1150 MADISON AVENUE,1162,Leased,7/25/2016,Other,Madison Ave,35.92850242,W
14912,127376,43rd Street,R,229 WEST 43 STREET,229,Leased,7/28/2016,Other,W 43rd St,-67.31002707,N
14913,127377,41st Street,L,8 EAST 41 STREET,8,Leased,7/28/2016,Other,E 41st St,-66.97450799,S
14914,127378,43rd Street,R,217 EAST 43 STREET,201,Luke's Lobster (Coming Soon),7/28/2016,Restaurant,E 43rd St,-67.05106272,N
14915,127379,50th Street,R,135 EAST 50 STREET,135,Coffee Tenant (Coming Soon),7/28/2016,Caf??,E 50th St,-67.27850185,N
14916,127380,51st Street,L,224 EAST 51 STREET,224,Leased,7/28/2016,Other,E 51st St,-67.14337698,S
14917,127381,Lexington Avenue,L,364 LEXINGTON AVENUE,370,Semsom (Coming Soon),7/28/2016,Restaurant,E 41st St,-67.08044517,S
14918,127382,Madison Avenue,R,MADISON AVENUE,5,The Clock Tower,8/12/2016,Misc Service,E 24th St,-67.10273688,N
14919,127383,Madison Avenue,,79 MADISON AVENUE,79,DELETE!!!!,11/11/2016,,Madison Ave,36.57303098,
14920,127384,Madison Avenue,L,126 MADISON AVENUE,126,New Development,10/21/2016,Vacant,Madison Ave,36.41637852,W
14921,127385,Madison Avenue,L,128 MADISON AVENUE,128,Tasty Caf??,8/12/2016,Caf??,Madison Ave,36.41637852,W
14922,127386,Madison Avenue,L,130 MADISON AVENUE,130,Bella Napoli,8/12/2016,Restaurant,Madison Ave,36.41637852,W
14923,127387,Whitehall Street,R,1 WHITEHALL STREET,1,Duane Reade,8/15/2016,Convenience Store,Stone St,-88.36342295,N
14924,127388,Bowery,R,219 BOWERY,219,Vacant (Available),8/17/2016,Vacant,Rivington St,-72.64597536,N
14925,127389,Lafayette Street,R,403 LAFAYETTE STREET,411,Vacant (Available),8/22/2016,Vacant,Lafayette St,40.64892205,E
14926,127390,60th Street,L,10 EAST 60 STREET,14,Avra,8/24/2016,Restaurant_1,E 60th St,-67.70941752,S
14927,127391,60th Street,L,10 EAST 60 STREET,14,Rotisserie Gerorgette,8/24/2016,Restaurant,E 60th St,-67.70941752,S
14928,127392,60th Street,L,650 MADISON AVENUE,16,Vacant (Available),8/24/2016,Vacant,E 60th St,-67.70941752,S
14929,127393,60th Street,R,655 MADISON AVENUE,29,Kara Ross,8/24/2016,Accessories,E 60th St,-67.08044517,N
14930,127394,60th Street,L,20 EAST 60 STREET,20,Le Bilboquet,8/24/2016,Restaurant,E 60th St,-67.08044517,S
14931,127395,60th Street,L,20 EAST 60 STREET,22,French Institute,8/24/2016,Education,E 60th St,-67.08044517,S
14932,127396,60th Street,L,26 EAST 60 STREET,26,Vacant (Available),8/24/2016,Vacant,E 60th St,-67.08044517,S
14933,127397,60th Street,L,28 EAST 60 STREET,30,Alessi,8/24/2016,Home Furnishings,E 60th St,-67.08044517,S
14934,127398,60th Street,L,28 EAST 60 STREET,30,Vacant (Available),8/24/2016,Vacant,E 60th St,-67.08044517,S
14935,127399,60th Street,R,35 EAST 60 STREET,33,Philippe,8/24/2016,Restaurant,E 60th St,-67.08044517,N
14936,127400,60th Street,R,37 EAST 60 STREET,37,Nails Together (2nd Floor),8/24/2016,Salon/Spa,E 60th St,-67.08044517,N
14937,127401,60th Street,R,37 EAST 60 STREET,37,Il Mulino,8/24/2016,Restaurant,E 60th St,-67.08044517,N
14938,127402,60th Street,R,39 EAST 60 STREET,39,DeliSSimo Deli,8/24/2016,Convenience Store,E 60th St,-67.08044517,N
14939,127403,61st Street,L,34 EAST 61 STREET,34,Liagre,8/24/2016,Home Furnishings,E 61st St,-67.08044517,S
14940,127404,61st Street,L,36 EAST 61 STREET,36,Vacant (Available),8/24/2016,Vacant,E 61st St,-67.08044517,S
14941,127405,61st Street,L,530 PARK AVENUE,48,W Tel Aviv Sales Office (Available)W Tel Aviv Sales Office (Available),8/24/2016,Other,E 61st St,-67.08044517,S
14942,127406,61st Street,L,530 PARK AVENUE,48,W Tel Aviv Sales Office (Available),8/24/2016,Other,E 61st St,-67.08044517,S
14943,127407,61st Street,R,673 MADISON AVENUE,25,Teuscher,8/24/2016,Candy/Gifts/Cards,E 61st St,-67.08044517,N
14944,127408,61st Street,R,673 MADISON AVENUE,25,CORE (2nd Floor),8/24/2016,Entertainment,E 61st St,-67.08044517,N
14945,127409,61st Street,R,673 MADISON AVENUE,25,Silvano Lattanzi,5/16/2017,Accessories,E 61st St,-67.08044517,N
14946,127410,61st Street,R,673 MADISON AVENUE,25,Stephen P. Kahan and Son Ltd,8/24/2016,Other,E 61st St,-67.08044517,N
14947,127411,61st Street,R,27 EAST 61 STREET,27,Vacant (Available),8/24/2016,Vacant,E 61st St,-67.08044517,N
14948,127412,61st Street,R,29 EAST 61 STREET,29,Residential,8/24/2016,Residential,E 61st St,-67.08044517,N
14949,127413,61st Street,R,33 EAST 61 STREET,33,Serafina,8/24/2016,Restaurant,E 61st St,-67.08044517,N
14950,127414,61st Street,R,540 PARK AVENUE,540,Julien Farel,8/24/2016,Salon/Spa,E 61st St,-67.08044517,N
14951,127415,61st Street,R,540 PARK AVENUE,540,Sant Ambroeus,8/24/2016,Restaurant,E 61st St,-67.08044517,N
14952,127416,61st Street,R,540 PARK AVENUE,540,The Regency Bar & Grill,8/24/2016,Restaurant,E 61st St,-67.08044517,N
14953,127417,62nd Street,R,19 EAST 62 STREET,19,Robert Clergerie,8/24/2016,Accessories,E 62nd St,-67.40540888,N
14954,127418,62nd Street,R,21 EAST 62 STREET,21,Valley Nails (2nd Floor),8/24/2016,Salon/Spa,E 62nd St,-67.40540888,N
14955,127419,62nd Street,R,21 EAST 62 STREET,21,Amaranth Restaurant,8/24/2016,Restaurant,E 62nd St,-67.40540888,N
14956,127420,63rd Street,L,20 EAST 63 STREET,20,Goyard,8/24/2016,Accessories,E 63rd St,-67.10273688,S
14957,127421,63rd Street,R,21 EAST 63 STREET,21,Chopard USA Ltd.,8/24/2016,Other,E 63rd St,-67.10273688,N
14958,127422,63rd Street,L,26 EAST 63 STREET,26,Club Macanudo,8/24/2016,Bar,E 63rd St,-67.08044517,S
14959,127423,64th Street,R,17 EAST 64 STREET,17,Ingrao,8/24/2016,Other,E 64th St,-67.27850185,N
14960,127424,64th Street,R,19 EAST 64 STREET,19,Wildenstein & Co.,8/24/2016,Gallery,E 64th St,-67.27850185,N
14961,127425,64th Street,L,26 EAST 64 STREET,26,Badgley Mischka,8/24/2016,Other,E 64th St,-67.27850185,S
14962,127426,64th Street,L,24 EAST 64 STREET,24,Altesi Ristorante,8/24/2016,Restaurant,E 64th St,-67.27850185,S
14963,127427,University Place,R,28 EAST 10 STREET,0,Joey Healy Eyebrow Studio,,Salon/Spa,University Pl,40.60129464,E
14964,127428,79th Street,L,20 EAST 79 STREET,20,Skarstedt Gallery,8/1/2016,Gallery,E 79th St,-67.27850185,S
14965,127429,79th Street,L,18 EAST 79 STREET,18,Acquavella Galleries,8/1/2016,Gallery,E 79th St,-67.27850185,S
14966,127430,79th Street,L,16 EAST 79 STREET,16,Rosenfeld Gallery,8/1/2016,Gallery,E 79th St,-67.27850185,S
14967,127431,79th Street,L,16 EAST 79 STREET,16,Galerie Mourlot (Lower Level),8/1/2016,Gallery,E 79th St,-67.27850185,S
14968,127432,79th Street,L,58 EAST 79 STREET,58,Shepherd W & K Gallery,8/1/2016,Gallery,E 79th St,-67.4794344,S
14969,127433,80th Street,L,24 EAST 80 STREET,24,Adam Williams / Fabrizio Moretti,8/1/2016,Gallery,E 80th St,-66.97450799,S
14970,127434,80th Street,L,22 EAST 80 STREET,22,Barbara Mathes Gallery,8/1/2016,Gallery,E 80th St,-66.97450799,S
14971,127435,81st Street,L,1070 MADISON AVENUE,26,S.J. Shurbsole,8/1/2016,Gallery,E 81st St,-67.32442697,S
14972,127436,81st Street,L,1067 MADISON AVENUE,30,Oxford Park Ave Cleaners Inc,8/1/2016,Misc Service,E 81st St,-67.13150498,S
14973,127437,82nd Street,R,9 EAST 82 STREET,9,Kang Collection & Gallery,8/1/2016,Gallery,E 82nd St,-67.10273688,N
14974,127438,84th Street,L,22 EAST 84 STREET,22,Koreana Art and Antiques,8/1/2016,Home Furnishings,E 84th St,-67.04194451,S
14975,127439,84th Street,L,24 EAST 84 STREET,24,Bernard & S. Dean Levy,8/1/2016,Home Furnishings,E 84th St,-67.04194451,S
14976,127440,84th Street,L,26 EAST 84 STREET,26,Grazie,8/1/2016,Restaurant,E 84th St,-67.04194451,S
14977,127441,Fifth Avenue,L,122 5 AVENUE,124,Gap Kids,9/7/2016,Child Care,5th Ave,35.44571033,W
14978,127442,Broadway,R,1730 BROADWAY,1740,Vacant (Available),9/8/2016,Vacant,W 56th St,-67.09423034,N
14979,127443,Seventh Avenue,L,870 7 AVENUE,870,Vacant (Available),9/8/2016,Vacant,7th Ave,35.97238705,W
14980,127444,,,870 7 AVENUE,,,,,7th Ave,35.97238705,
14981,127445,Broadway,R,1690 BROADWAY,1700,PNC Bank,9/9/2016,Bank,W 54th St,-67.06789956,N
14982,127446,Broadway,R,1600 BROADWAY,1600,M&M's World,9/12/2016,Candy/Gifts/Cards,W 48th St,-68.34401096,N
14983,127447,SixthAvenue,R,1212 AVENUE OF THE AMER,1200,Experience the Ride,9/13/2016,Misc Service,6th Ave,35.09581679,E
14984,127448,44th Street,L,229 WEST 43 STREET,218,Guitar Center,9/20/2016,Electronics,W 44th St,-66.92958775,S
14985,127449,Mulberry Street,L,285 LAFAYETTE STREET,271,Equinox,4/13/2017,Fitness,Mulberry St,26.88693419,W
14986,127450,Bleeker Street,R,205 BLEECKER STREET,205,Vacant (Available),9/22/2016,Vacant,Minetta St,65.70903759,E
14987,127451,50th Street,L,214 WEST 50 STREET,214,Subway,9/28/2016,,W 50th St,-66.9824382,S
14988,127452,50th Street,L,810 8 AVENUE,250,Cleaners @ Broadway,9/28/2016,,W 50th St,-66.9824382,S
14989,127453,54th Street,R,39 WEST 54 STREET,37,54th Street,10/7/2016,Restaurant,W 54th St,-67.470602,N
14990,127454,14th Street,,842 BROADWAY,52,Delete,10/12/2016,,E 14th St,-65.55604521,
14991,127455,15th Street,L,10 EAST 15 STREET,10,The Clinton School,10/14/2016,Education,E 15th St,-66.87347961,S
14992,127456,15th Street,R,31 WEST 15 STREET,29,WH Accounting,10/14/2016,Misc Service,W 15th St,-67.10273688,N
14993,127457,15th Street,R,22 WEST 15 STREET,22,Tibet House,10/14/2016,Restaurant,W 15th St,-67.10273688,N
14994,127458,15th Street,L,58 WEST 15 STREET,58,Sadick Dermatology,10/14/2016,Medical,W 15th St,-67.10273688,S
14995,127459,16th Street,R,5 WEST 16 STREET,5,Copy & Print Shop,10/14/2016,Office Supply/Copy/Shipping,W 16th St,-67.10273688,N
14996,127460,19th Street,R,29 EAST 19 STREET,29,Rescue Spa,10/14/2016,Salon/Spa,E 19th St,-66.96056402,N
14997,127461,20th Street,L,30 EAST 20 STREET,30,Le Coq Rico,10/14/2016,Restaurant,E 20th St,-67.11487871,S
14998,127462,20th Street,L,20 EAST 20 STREET,20,Hannari Dog Boutque,10/14/2016,Pet Supplies/Services,E 20th St,-67.11487871,S
14999,127463,20th Street,L,20 EAST 20 STREET,20,Chacott,10/14/2016,Fashion:Upscale,E 20th St,-67.11487871,S
15000,127464,21st Street,R,33 EAST 21 STREET,35,Cosme,10/14/2016,Restaurant,E 21st St,-67.32591193,N
15001,127465,21st Street,R,49 EAST 21 STREET,49,Daltile Marazzi,10/14/2016,Home Improvement,E 21st St,-67.32591193,N
15002,127466,21st Street,R,33 EAST 21 STREET,31,Rhong Tiam,10/14/2016,Restaurant,E 21st St,-67.32591193,N
15003,127467,21st Street,R,29 EAST 21 STREET,27,Giorgio's of Gramercy,10/14/2016,Restaurant,E 21st St,-67.32591193,N
15004,127468,21st Street,R,19 EAST 21 STREET,17,Barber Bart,10/14/2016,Salon/Spa,E 21st St,-67.32591193,N
15005,127469,21st Street,R,21 EAST 21 STREET,19,J&M Hardware,10/14/2016,Home Improvement,E 21st St,-67.32591193,N
15006,127470,21st Street,L,44 EAST 21 STREET,46,Domel Hair Salon,10/14/2016,Salon/Spa,E 21st St,-67.32591193,S
15007,127471,21st Street,L,260 PARK AVENUE SOUTH,48,Nemo Tile,10/14/2016,Home Improvement,E 21st St,-67.32591193,S
15008,127472,21st Street,L,40 EAST 21 STREET,42,Vacant (Available),10/14/2016,Vacant,E 21st St,-67.32591193,S
15009,127473,21st Street,L,42 EAST 21 STREET,44,The Copy Specialist,10/14/2016,Office Supply/Copy/Shipping,E 21st St,-67.32591193,S
15010,127474,21st Street,L,38 EAST 21 STREET,40,Dyanna Spa,10/14/2016,Salon/Spa,E 21st St,-67.32591193,S
15011,127475,21st Street,L,EAST 21 STREET,38,Barbering By Marcus,10/14/2016,Salon/Spa,E 21st St,-67.32591193,S
15012,127476,21st Street,L,30 EAST 21 STREET,32,Harding's,10/14/2016,Restaurant,E 21st St,-67.32591193,S
15013,127477,21st Street,L,24 EAST 21 STREET,24,Almayass,10/14/2016,Restaurant,E 21st St,-67.32591193,S
15014,127478,21st Street,L,22 EAST 21 STREET,22,Home Kitchen,10/14/2016,Home Improvement,E 21st St,-67.32591193,S
15015,127479,22nd Street,R,11 EAST 22 STREET,11,Key Bank,10/14/2016,Bank,E 22nd St,-67.26766451,N
15016,127480,22nd Street,R,21 EAST 22 STREET,21,Quest Diagnostics,10/14/2016,Medical,E 22nd St,-67.26766451,N
15017,127481,22nd Street,R,21 EAST 22 STREET,21,Advantage Care Physicians,10/14/2016,Medical,E 22nd St,-67.26766451,N
15018,127482,22nd Street,R,25 EAST 22 STREET,27,Flatiron Pediatrics,,Medical,E 22nd St,-67.26766451,N
15019,127483,22nd Street,R,27 EAST 22 STREET,29,Pen + Brush,10/14/2016,Arts & Crafts,E 22nd St,-67.26766451,N
15020,127484,22nd Street,L,10 EAST 22 STREET,10,Polaris Spa,10/14/2016,Salon/Spa,E 22nd St,-67.26766451,S
15021,127485,22nd Street,L,12 EAST 22 STREET,12,Almond Bar,10/14/2016,Bar,E 22nd St,-67.26766451,S
15022,127486,22nd Street,L,24 EAST 22 STREET,24,Miwa-Alex Salon,10/14/2016,Salon/Spa,E 22nd St,-67.26766451,S
15023,127487,22nd Street,L,26 EAST 22 STREET,26,Space Kiddets,,Toys,E 22nd St,-67.26766451,S
15024,127488,22nd Street,L,280 PARK AVENUE SOUTH,38,New York Kids Club,10/14/2016,Child Care,E 22nd St,-67.26766451,S
15025,127489,22nd Street,L,32 WEST 22 STREET,20,Toto,11/14/2016,Home Furnishings,W 22nd St,-67.10273688,S
15026,127490,22nd Street,L,35 WEST 21 STREET,30,Van Alen Institute,10/14/2016,Misc Service,W 22nd St,-67.10273688,S
15027,127491,Greenwich Street,R,253 GREENWICH STREET,255,Manhattan Community College,3/16/2017,Education,Greenwich St,18.85315876,E
15028,127492,Amsterdam Avenue,L,166 AMSTERDAM AVENUE,172,Boulie & Cherie,11/1/2016,Restaurant,Amsterdam Ave,38.88449643,W
15029,127493,24th Street,R,7 WEST 24 STREET,7,Skin Solutions Dermatology,,Medical,W 24th St,-66.87527594,N
15030,127494,24th Street,R,1115 BROADWAY,9,Apple Seeds,,Child Care,W 24th St,-66.87527594,N
15031,127495,24th Street,R,19 WEST 24 STREET,19,Italienne,,Restaurant,W 24th St,-66.87527594,N
15032,127496,24th Street,R,19 WEST 24 STREET,21,Vacant,,Vacant,W 24th St,-66.87527594,N
15033,127497,24th Street,R,37 WEST 24 STREET,39,Shay & Ivy (Coming Soon),,Restaurant,W 24th St,-66.87527594,N
15034,127498,24th Street,R,43 WEST 24 STREET,43,Latin Beet Kitchen,,Restaurant,W 24th St,-66.87527594,N
15035,127499,24th Street,L,36 WEST 24 STREET,32,Tacombi,,Bar,W 24th St,-66.87527594,S
15036,127500,24th Street,L,6 WEST 24 STREET,6,Bo's Restaurant & Bar,,Restaurant,W 24th St,-66.87527594,S
15037,127501,25th Street,R,1121 BROADWAY,5,Luke's Lobster,,Quick Service Restaurant,W 25th St,-67.231816,N
15038,127502,25th Street,L,48 WEST 25 STREET,48,Superior Sewing,,Arts & Crafts,W 25th St,-67.231816,S
15039,127503,25th Street,L,24 WEST 25 STREET,48,Mile High Run Club,,Fitness,W 25th St,-67.231816,S
15040,127504,25th Street,R,24 WEST 25 STREET,28,HG Stones,,Home Improvement,W 25th St,-67.231816,N
15041,127505,26th Street,R,56 MADISON AVENUE,23,Mendez Boxing,,Fitness,E 26th St,-67.27850185,N
15042,127506,26th Street,R,56 MADISON AVENUE,25,Todd Snyder NY (Coming Soon),11/11/2016,Fashion:Mainstream,E 26th St,-67.27850185,N
15043,127507,26th Street,R,21 EAST 26 STREET,21,Arclinea,,Restaurant,E 26th St,-67.27850185,N
15044,127508,26th Street,R,11 EAST 26 STREET,11,Museum of Mathematics,,Education,E 26th St,-67.27850185,N
15045,127509,26th Street,R,11 1/2 WEST 26 STREET,15,Izakaya,,Restaurant,W 26th St,-67.34652064,N
15046,127510,26th Street,R,15 WEST 26 STREET,15,Maysville,,Restaurant,W 26th St,-67.34652064,N
15047,127511,26th Street,R,33 WEST 26 STREET,33,Vacant(Available),,Vacant,W 26th St,-67.34652064,N
15048,127512,26th Street,R,35 WEST 26 STREET,32,Maui Onion Poke Bar (Coming Soon),,Quick Service Restaurant,W 26th St,-67.34652064,N
15049,127513,26th Street,R,776 AVENUE OF THE AMER,55,Melt Shop,,Quick Service Restaurant,W 26th St,-67.34652064,N
15050,127514,26th Street,L,36 WEST 26 STREET,36,Han Jan Korean,,Restaurant,W 26th St,-67.34652064,S
15051,127515,26th Street,R,22 WEST 26 STREET,24,Crossroads,,Fashion:Mainstream,W 26th St,-67.34652064,N
15052,127516,Broadway,L,5229 BROADWAY,5227B,Eye & Dental Care,11/10/2016,Medical,Broadway,53.13010235,W
15053,127517,Broadway,L,5227 BROADWAY,5227,Marble HIll Pharmacy,11/10/2016,Pharmacy,Broadway,53.13010235,W
15054,127518,Broadway,L,5227 BROADWAY,5225B,John's Fried Chicken,11/10/2016,Restaurant,Broadway,53.13010235,W
15055,127519,Broadway,L,5217 BROADWAY,5223,Taxes,11/10/2016,Misc Service,Broadway,53.13010235,W
15056,127520,Broadway,L,5209 BROADWAY,5209,Dental,11/10/2016,Medical,Broadway,53.13010235,W
15057,127521,225th Street,L,5188 BROADWAY,98,Vacant (Available) (2nd Floor),11/10/2016,Vacant,W 225th St,-65.11672517,S
15058,127522,225th Street,L,5188 BROADWAY,94,Vacant (Available),11/10/2016,Vacant,W 225th St,-65.11672517,S
15059,127523,Broadway,L,1129 BROADWAY,1133,Inday,,Quick Service Restaurant,W 26th St,-67.34652064,S
15060,127524,27th Street,R,234 5 AVENUE,11,Hookah Plus,,Accessories,W 27th St,-66.61477894,N
15061,127525,27th Street,R,13 WEST 27 STREET,13,Pondicheri,,,W 27th St,-66.61477894,N
15062,127526,27th Street,R,1158 BROADWAY,17,Jhony USA,,Outlet,W 27th St,-66.61477894,N
15063,127527,27th Street,R,27 WEST 27 STREET,27,Hana Trading,,Outlet,W 27th St,-67.12993673,N
15064,127528,27th Street,R,29 WEST 27 STREET,29,Nortronics NYC,,Outlet,W 27th St,-67.12993673,N
15065,127529,27th Street,R,31 WEST 27 STREET,31,Multiple Wholesaler Tenants,,Outlet,W 27th St,-67.12993673,N
15066,127530,27th Street,R,39 WEST 27 STREET,39,Senton Hotel,,Hotel,W 27th St,-67.12993673,N
15067,127531,27th Street,R,43 WEST 27 STREET,43,Italian Restaurant (Coming Soon),,Restaurant,W 27th St,-67.12993673,N
15068,127532,27th Street,R,45 WEST 27 STREET,45,Oscar Wilde (Coming Soon),,Bar,W 27th St,-67.12993673,N
15069,127533,27th Street,R,49 WEST 27 STREET,49,Sartorial Crown,,Fashion:Mainstream,W 27th St,-67.12993673,N
15070,127534,27th Street,R,49 WEST 27 STREET,49,Vacant (Available),,Vacant,W 27th St,-67.12993673,N
15071,127535,27th Street,R,49 WEST 27 STREET,55,Mulberry & Vine,,Restaurant,W 27th St,-67.12993673,N
15072,127536,27th Street,L,50 WEST 27 STREET,50,Ame Fashion,,Fashion:Mainstream,W 27th St,-67.12993673,S
15073,127537,27th Street,L,52 WEST 27 STREET,52,Master Cutting Table Co.,,Home Improvement,W 27th St,-67.12993673,S
15074,127538,27th Street,L,776 AVENUE OF THE AMER,776,Bombay Sandwich Co.,,Quick Service Restaurant,W 27th St,-67.12993673,S
15075,127539,27th Street,L,40 WEST 27 STREET,40,Vacant (Available),,Vacant,W 27th St,-67.12993673,S
15076,127540,27th Street,L,34 WEST 27 STREET,34,Multiple Wholesaler Tenants,,Outlet,W 27th St,-67.12993673,S
15077,127541,27th Street,L,28 WEST 27 STREET,28,Cowboy Wholesale,,Outlet,W 27th St,-67.12993673,S
15078,127542,27th Street,L,26 WEST 27 STREET,26,Rasta Enterprise,,Outlet,W 27th St,-67.12993673,S
15079,127543,27th Street,L,22 WEST 27 STREET,22,Moby Wireless/Bazaar Fashion,,Outlet,W 27th St,-67.12993673,S
15080,127544,27th Street,L,20 WEST 27 STREET,20,United Songs Mobile,,Electronics,W 27th St,-67.12993673,S
15081,127545,27th Street,L,18 WEST 27 STREET,18,Reiko Wireless,,Electronics,W 27th St,-67.12993673,S
15082,127546,27th Street,L,12 WEST 27 STREET,12,SoulCycle,,Fitness,W 27th St,-67.12993673,S
15083,127547,28th Street,L,246 5 AVENUE,246,Teisui,,Restaurant,W 28th St,-66.75272999,S
15084,127548,28th Street,L,246 5 AVENUE,2,PN Pizza,,Restaurant,W 28th St,-66.75272999,S
15085,127549,28th Street,L,4 WEST 28 STREET,4,Ulivo,,Restaurant,W 28th St,-66.75272999,S
15086,127550,28th Street,L,6 WEST 28 STREET,6,Vacant (Available),,Vacant,W 28th St,-66.75272999,S
15087,127551,28th Street,L,8 WEST 28 STREET,8,Made Nice (Coming Soon),,Restaurant,W 28th St,-66.75272999,S
15088,127552,28th Street,L,10 WEST 28 STREET,10,Restaurant,,Restaurant,W 28th St,-66.75272999,S
15089,127553,28th Street,R,29 WEST 28 STREET,29,Hotel Development,,Hotel,W 28th St,-67.10944834,N
15090,127554,28th Street,R,37 WEST 28 STREET,37,Wona Trading,,Outlet,W 28th St,-67.10944834,N
15091,127555,28th Street,R,41 WEST 28 STREET,41,Major Wholesale Florist,,Outlet,W 28th St,-67.10944834,N
15092,127556,28th Street,R,43 WEST 28 STREET,43,Reiko Wireless,,Electronics,W 28th St,-67.10944834,N
15093,127557,28th Street,R,45 WEST 28 STREET,45,Blue Sky,,Outlet,W 28th St,-67.10944834,N
15094,127558,28th Street,R,47 WEST 28 STREET,47,JC Bosto,,Outlet,W 28th St,-67.10944834,N
